Date,DMA,TV GRP,Magazine GRP
12/7/2015,Dothan,41,20
12/7/2015,Duluth-Superior,41,20
12/7/2015,El Paso (Las Cruces),41,20
12/7/2015,Elmira (Corning),41,20
12/7/2015,Erie,41,20
12/7/2015,Eugene,41,20
12/7/2015,Eureka,41,20
12/7/2015,Evansville,41,20
12/7/2015,Fairbanks,41,20
12/7/2015,Fargo-Valley City,41,20
12/7/2015,Flint-Saginaw-Bay City,41,20
12/7/2015,Fresno-Visalia,41,20
12/7/2015,Ft. Myers-Naples,41,20
12/7/2015,Ft. Smith-Fay-Sprngdl-Rgrs,41,20
12/7/2015,Ft. Wayne,41,20
12/7/2015,Gainesville,41,20
12/7/2015,Glendive,41,20
12/7/2015,Grand Junction-Montrose,41,20
12/7/2015,Grand Rapids-Kalmzoo-B.Crk,41,20
12/7/2015,Great Falls,41,20
12/7/2015,Green Bay-Appleton,41,20
12/7/2015,Greensboro-H.Point-W.Salem,41,20
12/7/2015,Greenville-N.Bern-Washngtn,41,20
12/7/2015,Greenvll-Spart-Ashevll-And,41,20
12/7/2015,Greenwood-Greenville,41,20
12/7/2015,Harlingen-Wslco-Brnsvl-McA,41,20
12/7/2015,Harrisburg-Lncstr-Leb-York,41,20
12/7/2015,Harrisonburg,41,20
12/7/2015,Hartford & New Haven,41,20
12/7/2015,Hattiesburg-Laurel,41,20
12/7/2015,Helena,41,20
12/7/2015,Honolulu,41,20
12/7/2015,Houston,41,20
12/7/2015,Huntsville-Decatur (Flor),41,20
12/7/2015,Idaho Fals-Pocatllo(Jcksn),41,20
12/7/2015,Indianapolis,41,20
12/7/2015,"Jackson, MS",41,20
12/7/2015,"Jackson, TN",41,20
12/7/2015,Jacksonville,41,20
12/7/2015,Johnstown-Altoona-St Colge,41,20
12/7/2015,Jonesboro,41,20
12/7/2015,Joplin-Pittsburg,41,20
12/7/2015,Juneau,41,20
12/7/2015,Kansas City,41,20
12/7/2015,Knoxville,41,20
12/7/2015,La Crosse-Eau Claire,41,20
12/7/2015,"Lafayette, IN",41,20
12/7/2015,"Lafayette, LA",41,20
12/7/2015,Lake Charles,41,20
12/7/2015,Lansing,41,20
12/7/2015,Laredo,41,20
12/7/2015,Las Vegas,41,20
12/7/2015,Lexington,41,20
12/7/2015,Lima,41,20
12/7/2015,Lincoln & Hastings-Krny,41,20
12/7/2015,Little Rock-Pine Bluff,41,20
12/7/2015,Los Angeles,41,20
12/7/2015,Louisville,41,20
12/7/2015,Lubbock,41,20
12/7/2015,Macon,41,20
12/7/2015,Madison,41,20
12/7/2015,Mankato,41,20
12/7/2015,Marquette,41,20
12/7/2015,Medford-Klamath Falls,41,20
12/7/2015,Memphis,41,20
12/7/2015,Meridian,41,20
12/7/2015,Miami-Ft. Lauderdale,41,20
12/7/2015,Milwaukee,41,20
12/7/2015,Minneapolis-St. Paul,41,20
12/7/2015,Minot-Bsmrck-Dcknsn(Wlstn),41,20
12/7/2015,Missoula,41,20
12/7/2015,Mobile-Pensacola (Ft Walt),41,20
12/7/2015,Monroe-El Dorado,41,20
12/7/2015,Monterey-Salinas,41,20
12/7/2015,Montgomery-Selma,41,20
12/7/2015,Myrtle Beach-Florence,41,20
12/7/2015,Nashville,41,20
12/7/2015,New Orleans,41,20
12/7/2015,New York,41,20
12/7/2015,Norfolk-Portsmth-Newpt Nws,41,20
12/7/2015,North Platte,41,20
12/7/2015,Odessa-Midland,41,20
12/7/2015,Oklahoma City,41,20
12/7/2015,Omaha,41,20
12/7/2015,Orlando-Daytona Bch-Melbrn,41,20
12/7/2015,Ottumwa-Kirksville,41,20
12/7/2015,Paducah-Cape Girard-Harsbg,41,20
12/7/2015,Palm Springs,41,20
12/7/2015,Panama City,41,20
12/7/2015,Parkersburg,41,20
12/7/2015,Peoria-Bloomington,41,20
12/7/2015,Philadelphia,41,20
12/7/2015,Phoenix (Prescott),41,20
12/7/2015,Pittsburgh,41,20
12/7/2015,"Portland, OR",41,20
12/7/2015,Portland-Auburn,41,20
12/7/2015,Presque Isle,41,20
12/7/2015,Providence-New Bedford,41,20
12/7/2015,Quincy-Hannibal-Keokuk,41,20
12/7/2015,Raleigh-Durham (Fayetvlle),41,20
12/7/2015,Rapid City,41,20
12/7/2015,Reno,41,20
12/7/2015,Richmond-Petersburg,41,20
12/7/2015,Roanoke-Lynchburg,41,20
12/7/2015,"Rochester, NY",41,20
12/7/2015,Rochestr-Mason City-Austin,41,20
12/7/2015,Rockford,41,20
12/7/2015,Sacramnto-Stkton-Modesto,41,20
12/7/2015,Salisbury,41,20
12/7/2015,Salt Lake City,41,20
12/7/2015,San Angelo,41,20
12/7/2015,San Antonio,41,20
12/7/2015,San Diego,41,20
12/7/2015,San Francisco-Oak-San Jose,41,20
12/7/2015,SantaBarbra-SanMar-SanLuOb,41,20
12/7/2015,Savannah,41,20
12/7/2015,Seattle-Tacoma,41,20
12/7/2015,Sherman-Ada,41,20
12/7/2015,Shreveport,41,20
12/7/2015,Sioux City,41,20
12/7/2015,Sioux Falls(Mitchell),41,20
12/7/2015,South Bend-Elkhart,41,20
12/7/2015,Spokane,41,20
12/7/2015,"Springfield, MO",41,20
12/7/2015,Springfield-Holyoke,41,20
12/7/2015,St. Joseph,41,20
12/7/2015,St. Louis,41,20
12/7/2015,Syracuse,41,20
12/7/2015,Tallahassee-Thomasville,41,20
12/7/2015,Tampa-St. Pete (Sarasota),41,20
12/7/2015,Terre Haute,41,20
12/7/2015,Toledo,41,20
12/7/2015,Topeka,41,20
12/7/2015,Traverse City-Cadillac,41,20
12/7/2015,"Tri-Cities, TN-VA",41,20
12/7/2015,Tucson (Sierra Vista),41,20
12/7/2015,Tulsa,41,20
12/7/2015,Twin Falls,41,20
12/7/2015,Tyler-Longview(Lfkn&Ncgd),41,20
12/7/2015,Utica,41,20
12/7/2015,Victoria,41,20
12/7/2015,Waco-Temple-Bryan,41,20
12/7/2015,"Washington, DC (Hagrstwn)",41,20
12/7/2015,Watertown,41,20
12/7/2015,Wausau-Rhinelander,41,20
12/7/2015,West Palm Beach-Ft. Pierce,41,20
12/7/2015,Wheeling-Steubenville,41,20
12/7/2015,Wichita Falls & Lawton,41,20
12/7/2015,Wichita-Hutchinson Plus,41,20
12/7/2015,Wilkes Barre-Scranton-Hztn,41,20
12/7/2015,Wilmington,41,20
12/7/2015,Yakima-Pasco-Rchlnd-Knnwck,41,20
12/7/2015,Youngstown,41,20
12/7/2015,Yuma-El Centro,41,20
12/7/2015,Zanesville,41,20
12/14/2015,Abilene-Sweetwater,40,20
12/14/2015,"Albany, GA",40,20
12/14/2015,Albany-Schenectady-Troy,40,20
12/14/2015,Albuquerque-Santa Fe,40,20
12/14/2015,"Alexandria, LA",40,20
12/14/2015,Alpena,40,20
12/14/2015,Amarillo,40,20
12/14/2015,Anchorage,40,20
12/14/2015,Atlanta,40,20
12/14/2015,Augusta-Aiken,40,20
12/14/2015,Austin,40,20
12/14/2015,Bakersfield,40,20
12/14/2015,Baltimore,40,20
12/14/2015,Bangor,40,20
12/14/2015,Baton Rouge,40,20
12/14/2015,Beaumont-Port Arthur,40,20
12/14/2015,"Bend, OR",40,20
12/14/2015,Billings,40,20
12/14/2015,Biloxi-Gulfport,40,20
12/14/2015,Binghamton,40,20
12/14/2015,Birmingham (Ann and Tusc),40,20
12/14/2015,Bluefield-Beckley-Oak Hill,40,20
12/14/2015,Boise,40,20
12/14/2015,Boston (Manchester),40,20
12/14/2015,Bowling Green,40,20
12/14/2015,Buffalo,40,20
12/14/2015,Burlington-Plattsburgh,40,20
12/14/2015,Butte-Bozeman,40,20
12/14/2015,Casper-Riverton,40,20
12/14/2015,Cedar Rapids-Wtrlo-IWC&Dub,40,20
12/14/2015,Champaign&Sprngfld-Decatur,40,20
12/14/2015,"Charleston, SC",40,20
12/14/2015,Charleston-Huntington,40,20
12/14/2015,Charlotte,40,20
12/14/2015,Charlottesville,40,20
12/14/2015,Chattanooga,40,20
12/14/2015,Cheyenne-Scottsbluff,40,20
12/14/2015,Chicago,40,20
12/14/2015,Chico-Redding,40,20
12/14/2015,Cincinnati,40,20
12/14/2015,Clarksburg-Weston,40,20
12/14/2015,Cleveland-Akron (Canton),40,20
12/14/2015,Colorado Springs-Pueblo,40,20
12/14/2015,"Columbia, SC",40,20
12/14/2015,Columbia-Jefferson City,40,20
12/14/2015,"Columbus, GA (Opelika, AL)",40,20
12/14/2015,"Columbus, OH",40,20
12/14/2015,Columbus-Tupelo-W Pnt-Hstn,40,20
12/14/2015,Corpus Christi,40,20
12/14/2015,Dallas-Ft. Worth,40,20
12/14/2015,Davenport-R.Island-Moline,40,20
12/14/2015,Dayton,40,20
12/14/2015,Denver,40,20
12/14/2015,Des Moines-Ames,40,20
12/14/2015,Detroit,40,20
12/14/2015,Dothan,40,20
12/14/2015,Duluth-Superior,40,20
12/14/2015,El Paso (Las Cruces),40,20
12/14/2015,Elmira (Corning),40,20
12/14/2015,Erie,40,20
12/14/2015,Eugene,40,20
12/14/2015,Eureka,40,20
12/14/2015,Evansville,40,20
12/14/2015,Fairbanks,40,20
12/14/2015,Fargo-Valley City,40,20
12/14/2015,Flint-Saginaw-Bay City,40,20
12/14/2015,Fresno-Visalia,40,20
12/14/2015,Ft. Myers-Naples,40,20
12/14/2015,Ft. Smith-Fay-Sprngdl-Rgrs,40,20
12/14/2015,Ft. Wayne,40,20
12/14/2015,Gainesville,40,20
12/14/2015,Glendive,40,20
12/14/2015,Grand Junction-Montrose,40,20
12/14/2015,Grand Rapids-Kalmzoo-B.Crk,40,20
12/14/2015,Great Falls,40,20
12/14/2015,Green Bay-Appleton,40,20
12/14/2015,Greensboro-H.Point-W.Salem,40,20
12/14/2015,Greenville-N.Bern-Washngtn,40,20
12/14/2015,Greenvll-Spart-Ashevll-And,40,20
12/14/2015,Greenwood-Greenville,40,20
12/14/2015,Harlingen-Wslco-Brnsvl-McA,40,20
12/14/2015,Harrisburg-Lncstr-Leb-York,40,20
12/14/2015,Harrisonburg,40,20
12/14/2015,Hartford & New Haven,40,20
12/14/2015,Hattiesburg-Laurel,40,20
12/14/2015,Helena,40,20
12/14/2015,Honolulu,40,20
12/14/2015,Houston,40,20
12/14/2015,Huntsville-Decatur (Flor),40,20
12/14/2015,Idaho Fals-Pocatllo(Jcksn),40,20
12/14/2015,Indianapolis,40,20
12/14/2015,"Jackson, MS",40,20
12/14/2015,"Jackson, TN",40,20
12/14/2015,Jacksonville,40,20
12/14/2015,Johnstown-Altoona-St Colge,40,20
12/14/2015,Jonesboro,40,20
12/14/2015,Joplin-Pittsburg,40,20
12/14/2015,Juneau,40,20
12/14/2015,Kansas City,40,20
12/14/2015,Knoxville,40,20
12/14/2015,La Crosse-Eau Claire,40,20
12/14/2015,"Lafayette, IN",40,20
12/14/2015,"Lafayette, LA",40,20
12/14/2015,Lake Charles,40,20
12/14/2015,Lansing,40,20
12/14/2015,Laredo,40,20
12/14/2015,Las Vegas,40,20
12/14/2015,Lexington,40,20
12/14/2015,Lima,40,20
12/14/2015,Lincoln & Hastings-Krny,40,20
12/14/2015,Little Rock-Pine Bluff,40,20
12/14/2015,Los Angeles,40,20
12/14/2015,Louisville,40,20
12/14/2015,Lubbock,40,20
12/14/2015,Macon,40,20
12/14/2015,Madison,40,20
12/14/2015,Mankato,40,20
12/14/2015,Marquette,40,20
12/14/2015,Medford-Klamath Falls,40,20
12/14/2015,Memphis,40,20
12/14/2015,Meridian,40,20
12/14/2015,Miami-Ft. Lauderdale,40,20
12/14/2015,Milwaukee,40,20
12/14/2015,Minneapolis-St. Paul,40,20
12/14/2015,Minot-Bsmrck-Dcknsn(Wlstn),40,20
12/14/2015,Missoula,40,20
12/14/2015,Mobile-Pensacola (Ft Walt),40,20
12/14/2015,Monroe-El Dorado,40,20
12/14/2015,Monterey-Salinas,40,20
12/14/2015,Montgomery-Selma,40,20
12/14/2015,Myrtle Beach-Florence,40,20
12/14/2015,Nashville,40,20
12/14/2015,New Orleans,40,20
12/14/2015,New York,40,20
12/14/2015,Norfolk-Portsmth-Newpt Nws,40,20
12/14/2015,North Platte,40,20
12/14/2015,Odessa-Midland,40,20
12/14/2015,Oklahoma City,40,20
12/14/2015,Omaha,40,20
12/14/2015,Orlando-Daytona Bch-Melbrn,40,20
12/14/2015,Ottumwa-Kirksville,40,20
12/14/2015,Paducah-Cape Girard-Harsbg,40,20
12/14/2015,Palm Springs,40,20
12/14/2015,Panama City,40,20
12/14/2015,Parkersburg,40,20
12/14/2015,Peoria-Bloomington,40,20
12/14/2015,Philadelphia,40,20
12/14/2015,Phoenix (Prescott),40,20
12/14/2015,Pittsburgh,40,20
12/14/2015,"Portland, OR",40,20
12/14/2015,Portland-Auburn,40,20
12/14/2015,Presque Isle,40,20
12/14/2015,Providence-New Bedford,40,20
12/14/2015,Quincy-Hannibal-Keokuk,40,20
12/14/2015,Raleigh-Durham (Fayetvlle),40,20
12/14/2015,Rapid City,40,20
12/14/2015,Reno,40,20
12/14/2015,Richmond-Petersburg,40,20
12/14/2015,Roanoke-Lynchburg,40,20
12/14/2015,"Rochester, NY",40,20
12/14/2015,Rochestr-Mason City-Austin,40,20
12/14/2015,Rockford,40,20
12/14/2015,Sacramnto-Stkton-Modesto,40,20
12/14/2015,Salisbury,40,20
12/14/2015,Salt Lake City,40,20
12/14/2015,San Angelo,40,20
12/14/2015,San Antonio,40,20
12/14/2015,San Diego,40,20
12/14/2015,San Francisco-Oak-San Jose,40,20
12/14/2015,SantaBarbra-SanMar-SanLuOb,40,20
12/14/2015,Savannah,40,20
12/14/2015,Seattle-Tacoma,40,20
12/14/2015,Sherman-Ada,40,20
12/14/2015,Shreveport,40,20
12/14/2015,Sioux City,40,20
12/14/2015,Sioux Falls(Mitchell),40,20
12/14/2015,South Bend-Elkhart,40,20
12/14/2015,Spokane,40,20
12/14/2015,"Springfield, MO",40,20
12/14/2015,Springfield-Holyoke,40,20
12/14/2015,St. Joseph,40,20
12/14/2015,St. Louis,40,20
12/14/2015,Syracuse,40,20
12/14/2015,Tallahassee-Thomasville,40,20
12/14/2015,Tampa-St. Pete (Sarasota),40,20
12/14/2015,Terre Haute,40,20
12/14/2015,Toledo,40,20
12/14/2015,Topeka,40,20
12/14/2015,Traverse City-Cadillac,40,20
12/14/2015,"Tri-Cities, TN-VA",40,20
12/14/2015,Tucson (Sierra Vista),40,20
12/14/2015,Tulsa,40,20
12/14/2015,Twin Falls,40,20
12/14/2015,Tyler-Longview(Lfkn&Ncgd),40,20
12/14/2015,Utica,40,20
12/14/2015,Victoria,40,20
12/14/2015,Waco-Temple-Bryan,40,20
12/14/2015,"Washington, DC (Hagrstwn)",40,20
12/14/2015,Watertown,40,20
12/14/2015,Wausau-Rhinelander,40,20
12/14/2015,West Palm Beach-Ft. Pierce,40,20
12/14/2015,Wheeling-Steubenville,40,20
12/14/2015,Wichita Falls & Lawton,40,20
12/14/2015,Wichita-Hutchinson Plus,40,20
12/14/2015,Wilkes Barre-Scranton-Hztn,40,20
12/14/2015,Wilmington,40,20
12/14/2015,Yakima-Pasco-Rchlnd-Knnwck,40,20
12/14/2015,Youngstown,40,20
12/14/2015,Yuma-El Centro,40,20
12/14/2015,Zanesville,40,20
12/21/2015,Abilene-Sweetwater,36,20
12/21/2015,"Albany, GA",36,20
12/21/2015,Albany-Schenectady-Troy,36,20
12/21/2015,Albuquerque-Santa Fe,36,20
12/21/2015,"Alexandria, LA",36,20
12/21/2015,Alpena,36,20
12/21/2015,Amarillo,36,20
12/21/2015,Anchorage,36,20
12/21/2015,Atlanta,36,20
12/21/2015,Augusta-Aiken,36,20
12/21/2015,Austin,36,20
12/21/2015,Bakersfield,36,20
12/21/2015,Baltimore,36,20
12/21/2015,Bangor,36,20
12/21/2015,Baton Rouge,36,20
12/21/2015,Beaumont-Port Arthur,36,20
12/21/2015,"Bend, OR",36,20
12/21/2015,Billings,36,20
12/21/2015,Biloxi-Gulfport,36,20
12/21/2015,Binghamton,36,20
12/21/2015,Birmingham (Ann and Tusc),36,20
12/21/2015,Bluefield-Beckley-Oak Hill,36,20
12/21/2015,Boise,36,20
12/21/2015,Boston (Manchester),36,20
12/21/2015,Bowling Green,36,20
12/21/2015,Buffalo,36,20
12/21/2015,Burlington-Plattsburgh,36,20
12/21/2015,Butte-Bozeman,36,20
12/21/2015,Casper-Riverton,36,20
12/21/2015,Cedar Rapids-Wtrlo-IWC&Dub,36,20
12/21/2015,Champaign&Sprngfld-Decatur,36,20
12/21/2015,"Charleston, SC",36,20
12/21/2015,Charleston-Huntington,36,20
12/21/2015,Charlotte,36,20
12/21/2015,Charlottesville,36,20
12/21/2015,Chattanooga,36,20
12/21/2015,Cheyenne-Scottsbluff,36,20
12/21/2015,Chicago,36,20
12/21/2015,Chico-Redding,36,20
12/21/2015,Cincinnati,36,20
12/21/2015,Clarksburg-Weston,36,20
12/21/2015,Cleveland-Akron (Canton),36,20
12/21/2015,Colorado Springs-Pueblo,36,20
12/21/2015,"Columbia, SC",36,20
12/21/2015,Columbia-Jefferson City,36,20
12/21/2015,"Columbus, GA (Opelika, AL)",36,20
12/21/2015,"Columbus, OH",36,20
12/21/2015,Columbus-Tupelo-W Pnt-Hstn,36,20
12/21/2015,Corpus Christi,36,20
12/21/2015,Dallas-Ft. Worth,36,20
12/21/2015,Davenport-R.Island-Moline,36,20
12/21/2015,Dayton,36,20
12/21/2015,Denver,36,20
12/21/2015,Des Moines-Ames,36,20
12/21/2015,Detroit,36,20
12/21/2015,Dothan,36,20
12/21/2015,Duluth-Superior,36,20
12/21/2015,El Paso (Las Cruces),36,20
12/21/2015,Elmira (Corning),36,20
12/21/2015,Erie,36,20
12/21/2015,Eugene,36,20
12/21/2015,Eureka,36,20
12/21/2015,Evansville,36,20
12/21/2015,Fairbanks,36,20
12/21/2015,Fargo-Valley City,36,20
12/21/2015,Flint-Saginaw-Bay City,36,20
12/21/2015,Fresno-Visalia,36,20
12/21/2015,Ft. Myers-Naples,36,20
12/21/2015,Ft. Smith-Fay-Sprngdl-Rgrs,36,20
12/21/2015,Ft. Wayne,36,20
12/21/2015,Gainesville,36,20
12/21/2015,Glendive,36,20
12/21/2015,Grand Junction-Montrose,36,20
12/21/2015,Grand Rapids-Kalmzoo-B.Crk,36,20
12/21/2015,Great Falls,36,20
12/21/2015,Green Bay-Appleton,36,20
12/21/2015,Greensboro-H.Point-W.Salem,36,20
12/21/2015,Greenville-N.Bern-Washngtn,36,20
12/21/2015,Greenvll-Spart-Ashevll-And,36,20
12/21/2015,Greenwood-Greenville,36,20
12/21/2015,Harlingen-Wslco-Brnsvl-McA,36,20
12/21/2015,Harrisburg-Lncstr-Leb-York,36,20
12/21/2015,Harrisonburg,36,20
12/21/2015,Hartford & New Haven,36,20
12/21/2015,Hattiesburg-Laurel,36,20
12/21/2015,Helena,36,20
12/21/2015,Honolulu,36,20
12/21/2015,Houston,36,20
12/21/2015,Huntsville-Decatur (Flor),36,20
12/21/2015,Idaho Fals-Pocatllo(Jcksn),36,20
12/21/2015,Indianapolis,36,20
12/21/2015,"Jackson, MS",36,20
12/21/2015,"Jackson, TN",36,20
12/21/2015,Jacksonville,36,20
12/21/2015,Johnstown-Altoona-St Colge,36,20
12/21/2015,Jonesboro,36,20
12/21/2015,Joplin-Pittsburg,36,20
12/21/2015,Juneau,36,20
12/21/2015,Kansas City,36,20
12/21/2015,Knoxville,36,20
12/21/2015,La Crosse-Eau Claire,36,20
12/21/2015,"Lafayette, IN",36,20
12/21/2015,"Lafayette, LA",36,20
12/21/2015,Lake Charles,36,20
12/21/2015,Lansing,36,20
12/21/2015,Laredo,36,20
12/21/2015,Las Vegas,36,20
12/21/2015,Lexington,36,20
12/21/2015,Lima,36,20
12/21/2015,Lincoln & Hastings-Krny,36,20
12/21/2015,Little Rock-Pine Bluff,36,20
12/21/2015,Los Angeles,36,20
12/21/2015,Louisville,36,20
12/21/2015,Lubbock,36,20
12/21/2015,Macon,36,20
12/21/2015,Madison,36,20
12/21/2015,Mankato,36,20
12/21/2015,Marquette,36,20
12/21/2015,Medford-Klamath Falls,36,20
12/21/2015,Memphis,36,20
12/21/2015,Meridian,36,20
12/21/2015,Miami-Ft. Lauderdale,36,20
12/21/2015,Milwaukee,36,20
12/21/2015,Minneapolis-St. Paul,36,20
12/21/2015,Minot-Bsmrck-Dcknsn(Wlstn),36,20
12/21/2015,Missoula,36,20
12/21/2015,Mobile-Pensacola (Ft Walt),36,20
12/21/2015,Monroe-El Dorado,36,20
12/21/2015,Monterey-Salinas,36,20
12/21/2015,Montgomery-Selma,36,20
12/21/2015,Myrtle Beach-Florence,36,20
12/21/2015,Nashville,36,20
12/21/2015,New Orleans,36,20
12/21/2015,New York,36,20
12/21/2015,Norfolk-Portsmth-Newpt Nws,36,20
12/21/2015,North Platte,36,20
12/21/2015,Odessa-Midland,36,20
12/21/2015,Oklahoma City,36,20
12/21/2015,Omaha,36,20
12/21/2015,Orlando-Daytona Bch-Melbrn,36,20
12/21/2015,Ottumwa-Kirksville,36,20
12/21/2015,Paducah-Cape Girard-Harsbg,36,20
12/21/2015,Palm Springs,36,20
12/21/2015,Panama City,36,20
12/21/2015,Parkersburg,36,20
12/21/2015,Peoria-Bloomington,36,20
12/21/2015,Philadelphia,36,20
12/21/2015,Phoenix (Prescott),36,20
12/21/2015,Pittsburgh,36,20
12/21/2015,"Portland, OR",36,20
12/21/2015,Portland-Auburn,36,20
12/21/2015,Presque Isle,36,20
12/21/2015,Providence-New Bedford,36,20
12/21/2015,Quincy-Hannibal-Keokuk,36,20
12/21/2015,Raleigh-Durham (Fayetvlle),36,20
12/21/2015,Rapid City,36,20
12/21/2015,Reno,36,20
12/21/2015,Richmond-Petersburg,36,20
12/21/2015,Roanoke-Lynchburg,36,20
12/21/2015,"Rochester, NY",36,20
12/21/2015,Rochestr-Mason City-Austin,36,20
12/21/2015,Rockford,36,20
12/21/2015,Sacramnto-Stkton-Modesto,36,20
12/21/2015,Salisbury,36,20
12/21/2015,Salt Lake City,36,20
12/21/2015,San Angelo,36,20
12/21/2015,San Antonio,36,20
12/21/2015,San Diego,36,20
12/21/2015,San Francisco-Oak-San Jose,36,20
12/21/2015,SantaBarbra-SanMar-SanLuOb,36,20
12/21/2015,Savannah,36,20
12/21/2015,Seattle-Tacoma,36,20
12/21/2015,Sherman-Ada,36,20
12/21/2015,Shreveport,36,20
12/21/2015,Sioux City,36,20
12/21/2015,Sioux Falls(Mitchell),36,20
12/21/2015,South Bend-Elkhart,36,20
12/21/2015,Spokane,36,20
12/21/2015,"Springfield, MO",36,20
12/21/2015,Springfield-Holyoke,36,20
12/21/2015,St. Joseph,36,20
12/21/2015,St. Louis,36,20
12/21/2015,Syracuse,36,20
12/21/2015,Tallahassee-Thomasville,36,20
12/21/2015,Tampa-St. Pete (Sarasota),36,20
12/21/2015,Terre Haute,36,20
12/21/2015,Toledo,36,20
12/21/2015,Topeka,36,20
12/21/2015,Traverse City-Cadillac,36,20
12/21/2015,"Tri-Cities, TN-VA",36,20
12/21/2015,Tucson (Sierra Vista),36,20
12/21/2015,Tulsa,36,20
12/21/2015,Twin Falls,36,20
12/21/2015,Tyler-Longview(Lfkn&Ncgd),36,20
12/21/2015,Utica,36,20
12/21/2015,Victoria,36,20
12/21/2015,Waco-Temple-Bryan,36,20
12/21/2015,"Washington, DC (Hagrstwn)",36,20
12/21/2015,Watertown,36,20
12/21/2015,Wausau-Rhinelander,36,20
12/21/2015,West Palm Beach-Ft. Pierce,36,20
12/21/2015,Wheeling-Steubenville,36,20
12/21/2015,Wichita Falls & Lawton,36,20
12/21/2015,Wichita-Hutchinson Plus,36,20
12/21/2015,Wilkes Barre-Scranton-Hztn,36,20
12/21/2015,Wilmington,36,20
12/21/2015,Yakima-Pasco-Rchlnd-Knnwck,36,20
12/21/2015,Youngstown,36,20
12/21/2015,Yuma-El Centro,36,20
12/21/2015,Zanesville,36,20
12/28/2015,Abilene-Sweetwater,55,15
12/28/2015,"Albany, GA",55,15
12/28/2015,Albany-Schenectady-Troy,55,15
12/28/2015,Albuquerque-Santa Fe,55,15
12/28/2015,"Alexandria, LA",55,15
12/28/2015,Alpena,55,15
12/28/2015,Amarillo,55,15
12/28/2015,Anchorage,55,15
12/28/2015,Atlanta,55,15
12/28/2015,Augusta-Aiken,55,15
12/28/2015,Austin,55,15
12/28/2015,Bakersfield,55,15
12/28/2015,Baltimore,55,15
12/28/2015,Bangor,55,15
12/28/2015,Baton Rouge,55,15
12/28/2015,Beaumont-Port Arthur,55,15
12/28/2015,"Bend, OR",55,15
12/28/2015,Billings,55,15
12/28/2015,Biloxi-Gulfport,55,15
12/28/2015,Binghamton,55,15
12/28/2015,Birmingham (Ann and Tusc),55,15
12/28/2015,Bluefield-Beckley-Oak Hill,55,15
12/28/2015,Boise,55,15
12/28/2015,Boston (Manchester),55,15
12/28/2015,Bowling Green,55,15
12/28/2015,Buffalo,55,15
12/28/2015,Burlington-Plattsburgh,55,15
12/28/2015,Butte-Bozeman,55,15
12/28/2015,Casper-Riverton,55,15
12/28/2015,Cedar Rapids-Wtrlo-IWC&Dub,55,15
12/28/2015,Champaign&Sprngfld-Decatur,55,15
12/28/2015,"Charleston, SC",55,15
12/28/2015,Charleston-Huntington,55,15
12/28/2015,Charlotte,55,15
12/28/2015,Charlottesville,55,15
12/28/2015,Chattanooga,55,15
12/28/2015,Cheyenne-Scottsbluff,55,15
12/28/2015,Chicago,55,15
12/28/2015,Chico-Redding,55,15
12/28/2015,Cincinnati,55,15
12/28/2015,Clarksburg-Weston,55,15
12/28/2015,Cleveland-Akron (Canton),55,15
12/28/2015,Colorado Springs-Pueblo,55,15
12/28/2015,"Columbia, SC",55,15
12/28/2015,Columbia-Jefferson City,55,15
12/28/2015,"Columbus, GA (Opelika, AL)",55,15
12/28/2015,"Columbus, OH",55,15
12/28/2015,Columbus-Tupelo-W Pnt-Hstn,55,15
12/28/2015,Corpus Christi,55,15
12/28/2015,Dallas-Ft. Worth,55,15
12/28/2015,Davenport-R.Island-Moline,55,15
12/28/2015,Dayton,55,15
12/28/2015,Denver,55,15
12/28/2015,Des Moines-Ames,55,15
12/28/2015,Detroit,55,15
12/28/2015,Dothan,55,15
12/28/2015,Duluth-Superior,55,15
12/28/2015,El Paso (Las Cruces),55,15
12/28/2015,Elmira (Corning),55,15
12/28/2015,Erie,55,15
12/28/2015,Eugene,55,15
12/28/2015,Eureka,55,15
12/28/2015,Evansville,55,15
12/28/2015,Fairbanks,55,15
12/28/2015,Fargo-Valley City,55,15
12/28/2015,Flint-Saginaw-Bay City,55,15
12/28/2015,Fresno-Visalia,55,15
12/28/2015,Ft. Myers-Naples,55,15
12/28/2015,Ft. Smith-Fay-Sprngdl-Rgrs,55,15
12/28/2015,Ft. Wayne,55,15
12/28/2015,Gainesville,55,15
12/28/2015,Glendive,55,15
12/28/2015,Grand Junction-Montrose,55,15
12/28/2015,Grand Rapids-Kalmzoo-B.Crk,55,15
12/28/2015,Great Falls,55,15
12/28/2015,Green Bay-Appleton,55,15
12/28/2015,Greensboro-H.Point-W.Salem,55,15
12/28/2015,Greenville-N.Bern-Washngtn,55,15
12/28/2015,Greenvll-Spart-Ashevll-And,55,15
12/28/2015,Greenwood-Greenville,55,15
12/28/2015,Harlingen-Wslco-Brnsvl-McA,55,15
12/28/2015,Harrisburg-Lncstr-Leb-York,55,15
12/28/2015,Harrisonburg,55,15
12/28/2015,Hartford & New Haven,55,15
12/28/2015,Hattiesburg-Laurel,55,15
12/28/2015,Helena,55,15
12/28/2015,Honolulu,55,15
12/28/2015,Houston,55,15
12/28/2015,Huntsville-Decatur (Flor),55,15
12/28/2015,Idaho Fals-Pocatllo(Jcksn),55,15
12/28/2015,Indianapolis,55,15
