Date,Campaign Name,Site Name,Placement,Ad Name,Ad Format,Ad Size,Served Impressions,Clicks,Video Started,Video Fully Played
3/30/2015,Always-On,Fox Sports,P11183,Wallet FEP,In-Stream Video,1920x1080,"1,308,100","5,232","954,913","811,676"
3/30/2015,Always-On,Fox.com,P11197,Wallet FEP,In-Stream Video,1920x1080,"1,935,501","84,774","1,645,175","855,491"
3/30/2015,Mobile Always-On,Hulu,P11354,Wallet 300x250,HTML5 Standard Banner,300x250,"421,558","9,485",0,0
3/30/2015,Always-On,IHeartRadio.com,P11187,Wallet 300x250,HTML5 Standard Banner,300x250,"686,418","13,797",0,0
3/30/2015,Always-On,IHeartRadio.com,P11215,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,672",67,"1,320",778
3/30/2015,Website Traffic,Hulu,P11155,Wallet 300x250,HTML5 Standard Banner,300x250,"2,554,827","35,862","2,060,254","1,465,424"
3/30/2015,Branding Campaign,Hulu,P11155,Tracking Pixel,Tracking Pixel,1x1,"1,212,400","58,801","1,006,292","704,404"
3/30/2015,Branding Campaign,IHeartRadio.com,P11187,Tracking Pixel,Tracking Pixel,1x1,"82,031","2,690",0,0
3/30/2015,Always-On,Mobvious,P11132,Tracking Pixel,Tracking Pixel,1x1,"2,067,157","91,161",0,0
3/30/2015,Always-On,Mobvious,P11192,Wallet FEP,In-Stream Video,1920x1080,"1,895,580","38,669","1,364,817","696,056"
3/30/2015,Always-On,Pandora Mobile US,P11143,Wallet FEP,In-Stream Video,1920x1080,"1,980,352","98,819","1,782,316","1,336,737"
3/30/2015,Always-On,Pandora Mobile US,P11202,Wallet FEP,In-Stream Video,1920x1080,"1,393,991","57,293","1,087,312","674,133"
3/30/2015,Website Traffic,NBCUni.com,P11146,SL 728x90,In-Stream Tracking,728x90,"1,343,655","13,302",0,0
3/30/2015,Branding Campaign,IHeartRadio.com,P11184,Wallet 300x250,HTML5 Standard Banner,300x250,"1,894,065","23,865",0,0
3/30/2015,Branding Campaign,IHeartRadio.com,P11188,Tracking Pixel,Tracking Pixel,1x1,"1,077,260","37,919",0,0
3/30/2015,Branding Campaign,Hulu,P11130,Wallet FEP,In-Stream Video,1920x1080,"406,401","10,403","308,864","222,382"
3/30/2015,Website Traffic,NBCUni.com,P11318,Wallet FEP,In-Stream Video,1920x1080,"1,890,096","73,713","1,757,789","1,388,653"
3/30/2015,Mobile Always-On,Pandora Mobile US,P11209,SL 728x90,In-Stream Tracking,728x90,"1,229,525","38,238",0,0
3/30/2015,Website Traffic,Pandora.com,P11176,Tracking Pixel,Tracking Pixel,1x1,"545,953","8,407",0,0
3/30/2015,Website Traffic,VEVO US,P11189,New Product 300x600,Mobile Rich Media,300x600,"1,485,706","64,479",0,0
3/30/2015,Always-On,Yahoo En Espanol,P11194,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"85,990","1,006","61,052","40,294"
3/30/2015,Mobile Always-On,VEVO US,P11116,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"49,393",671,"40,008","35,207"
3/30/2015,Mobile Always-On,Pandora Mobile US,P11180,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"651,276","20,710","560,097","537,693"
3/30/2015,Mobile Always-On,Yahoo En Espanol,P11194,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,282,652","36,299","910,682","755,866"
3/30/2015,Website Traffic,YouTube US,P11190,New Product 300x600,Mobile Rich Media,300x600,"1,121,755","27,034","796,446","390,258"
3/30/2015,Mobile Always-On,YouTube US,P11190,Bag 300x250,Standard Banner,300x250,"1,110,823","49,764","1,099,714","439,885"
4/6/2015,Mobile Always-On,BuzzFeed,P11138,Tracking Pixel,Tracking Pixel,1x1,"3,086,766","53,834",0,0
4/6/2015,Mobile Always-On,BuzzFeed,P11204,Bag 300x250,Standard Banner,300x250,"1,277,367","59,142",0,0
4/6/2015,Branding Campaign,BuzzFeed,P11170,Bag 300x250,Standard Banner,300x250,"2,081,271","10,822",0,0
4/6/2015,New Product Launch,BuzzFeed,P11204,Wallet FEP,In-Stream Video,1920x1080,"334,847","17,177","324,801","172,144"
4/6/2015,Always-On,BuzzFeed,P11170,Tracking Pixel,Tracking Pixel,1x1,"681,636","20,040",0,0
4/6/2015,New Product Launch,BuzzFeed,P11144,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"234,163","10,162","163,914","68,843"
4/6/2015,Always-On,VEVO US,P11178,Wallet 300x250,HTML5 Standard Banner,300x250,"1,238,343","62,040",0,0
4/6/2015,Always-On,CBS Interactive US,P11243,SL 728x90,In-Stream Tracking,728x90,"146,814","2,877",0,0
4/6/2015,Branding Campaign,Fox Sports,P11165,Tracking Pixel,Tracking Pixel,1x1,"882,769","29,749",0,0
4/6/2015,Mobile Always-On,Fox.com,P11211,Tracking Pixel,Tracking Pixel,1x1,"1,058,954","3,494",0,0
4/6/2015,Mobile Always-On,Fox.com,P11240,Wallet 300x250,HTML5 Standard Banner,300x250,"1,796,176","11,136",0,0
4/6/2015,Mobile Always-On,Fox.com,P11210,Bag 300x250,Standard Banner,300x250,"1,276,555","40,211",0,0
4/6/2015,Always-On,NBCUni.com,P11166,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,467,915","11,156","1,100,936","759,645"
4/6/2015,Always-On,NBCUni.com,P11177,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,665,126","70,934","1,498,613","839,223"
4/6/2015,Always-On,YouTube US,P11114,New Product 300x600,Mobile Rich Media,300x600,"1,089,503","25,712","860,707","490,602"
4/6/2015,Always-On,YouTube US,P11122,Wallet 300x250,HTML5 Standard Banner,300x250,"1,984,407","103,784","1,666,901","1,116,823"
4/6/2015,New Product Launch,Fox.com,P11210,SL 728x90,In-Stream Tracking,728x90,"1,907,903","23,276",0,0
4/6/2015,Mobile Always-On,Hulu,P11130,Tracking Pixel,Tracking Pixel,1x1,"2,024,470","52,636","1,558,841","1,028,835"
4/6/2015,Branding Campaign,Hulu,P11196,SL 728x90,In-Stream Tracking,728x90,"1,540,639","43,600","1,340,355","1,072,284"
4/6/2015,New Product Launch,Hulu,P11130,SL 728x90,In-Stream Tracking,728x90,"281,746","10,311","228,214","166,596"
4/6/2015,Always-On,VEVO US,P11123,SL 728x90,In-Stream Tracking,728x90,"946,591","29,817",0,0
4/6/2015,Mobile Always-On,Pandora Mobile US,P11237,Wallet FEP,In-Stream Video,1920x1080,"93,328","3,714","91,461","74,998"
4/6/2015,Mobile Always-On,Mobvious,P11132,Wallet 300x250,HTML5 Standard Banner,300x250,"342,147","16,902",0,0
4/6/2015,Always-On,YouTube US,P11164,Bag 300x250,Standard Banner,300x250,"839,539","25,941","738,794","679,690"
4/6/2015,Always-On,YouTube US,P11182,Bag 300x250,Standard Banner,300x250,"452,446","12,577","348,383","202,062"
4/6/2015,New Product Launch,NBCUni.com,P11153,Tracking Pixel,Tracking Pixel,1x1,"1,725,261","17,252",0,0
4/6/2015,Mobile Always-On,Pandora Mobile US,P11156,Bag 300x250,Standard Banner,300x250,"1,259,695","67,519",0,0
4/6/2015,New Product Launch,YouTube US,P11365,Wallet FEP,In-Stream Video,1920x1080,"1,299,469","38,074","1,039,575","977,200"
4/6/2015,New Product Launch,NBCUni.com,P11146,SL 728x90,In-Stream Tracking,728x90,"1,421,017","18,615",0,0
4/6/2015,New Product Launch,Mobvious,P11128,New Product 300x600,Mobile Rich Media,300x600,"937,302","38,804",0,0
4/6/2015,Mobile Always-On,Pandora.com,P11142,SL 728x90,In-Stream Tracking,728x90,"760,812","14,683",0,0
4/6/2015,New Product Launch,YouTube US,P11321,Wallet 300x250,HTML5 Standard Banner,300x250,"1,382,158","43,676",0,0
4/6/2015,Mobile Always-On,Pandora Mobile US,P11331,Tracking Pixel,Tracking Pixel,1x1,"20,564","1,069",0,0
4/6/2015,New Product Launch,Pandora.com,P11142,Bag 300x250,Standard Banner,300x250,"756,155","6,956",0,0
4/6/2015,New Product Launch,YouTube US,P11330,New Product 300x600,Mobile Rich Media,300x600,"1,225,614","12,501",0,0
4/6/2015,New Product Launch,YouTube US,P11164,SL 728x90,In-Stream Tracking,728x90,"832,642","24,229","757,704","310,658"
4/13/2015,Mobile Always-On,BuzzFeed,P11204,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"433,082","2,425","402,766","161,106"
4/13/2015,Always-On,BuzzFeed,P11125,Tracking Pixel,Tracking Pixel,1x1,"101,278","4,435",0,0
4/13/2015,Website Traffic,Fox.com,P11197,Tracking Pixel,Tracking Pixel,1x1,"1,012,256","40,692",0,0
4/13/2015,Website Traffic,Fox.com,P11240,New Product 300x600,Mobile Rich Media,300x600,"824,682","24,245",0,0
4/13/2015,Always-On,Fox Sports,P11185,Wallet FEP,In-Stream Video,1920x1080,"1,325,127","12,456","1,113,106","478,635"
4/13/2015,Always-On,Fox Sports,P11145,SL 728x90,In-Stream Tracking,728x90,"2,056,940","26,945",0,0
4/13/2015,Always-On,IHeartRadio.com,P11198,Wallet FEP,In-Stream Video,1920x1080,"841,782","3,198","740,768","303,714"
4/13/2015,Always-On,IHeartRadio.com,P11215,Bag 300x250,Standard Banner,300x250,"1,589,792","48,011",0,0
4/13/2015,Always-On,Hulu,P11155,New Product 300x600,Mobile Rich Media,300x600,"1,806,745","93,228","1,608,003","1,173,842"
4/13/2015,New Product Launch,Fox.com,P11211,Bag 300x250,Standard Banner,300x250,"1,330,155","1,729",0,0
4/13/2015,Always-On,Hulu,P11193,Wallet FEP,In-Stream Video,1920x1080,"929,936","14,228","743,948","312,458"
4/13/2015,Always-On,Mobvious,P11192,New Product 300x600,Mobile Rich Media,300x600,"1,321,097","5,416",0,0
4/13/2015,Always-On,YouTube US,P11121,New Product 300x600,Mobile Rich Media,300x600,"1,620,190","75,014","1,393,363","1,058,955"
4/13/2015,Always-On,YouTube US,P11122,Bag 300x250,Standard Banner,300x250,"758,657","26,325","728,310","568,081"
4/13/2015,Mobile Always-On,Hulu,P11193,SL 728x90,In-Stream Tracking,728x90,"1,284,387","60,751","1,066,041","906,134"
4/13/2015,Website Traffic,NBCUni.com,P11351,Bag 300x250,Standard Banner,300x250,"260,757","11,421",0,0
4/13/2015,Always-On,VEVO US,P11136,Wallet 300x250,HTML5 Standard Banner,300x250,"1,467,209","28,610",0,0
4/13/2015,Website Traffic,Pandora.com,P11195,Tracking Pixel,Tracking Pixel,1x1,"1,864,243","51,453",0,0
4/13/2015,Always-On,VEVO US,P11136,Wallet FEP,In-Stream Video,1920x1080,"114,414",286,"108,693","52,172"
4/13/2015,Always-On,Pandora.com,P11179,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"566,777","6,858","470,424","362,226"
4/13/2015,New Product Launch,Mobvious,P11168,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,491,734","17,453","1,372,395","768,541"
4/13/2015,Mobile Always-On,Pandora Mobile US,P11205,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"88,203",829,"70,562","38,809"
4/13/2015,Mobile Always-On,Pandora Mobile US,P11279,New Product 300x600,Mobile Rich Media,300x600,"1,814,924","28,312",0,0
4/13/2015,New Product Launch,Pandora Mobile US,P11118,Wallet 300x250,HTML5 Standard Banner,300x250,"1,725,390","38,993",0,0
4/13/2015,New Product Launch,Pandora Mobile US,P11151,SL 728x90,In-Stream Tracking,728x90,"1,848,148","68,751",0,0
4/13/2015,Mobile Always-On,Pandora.com,P11158,New Product 300x600,Mobile Rich Media,300x600,"1,037,203","23,440",0,0
4/13/2015,Mobile Always-On,Pandora Mobile US,P11270,Wallet FEP,In-Stream Video,1920x1080,"585,354","10,594","497,550","432,868"
4/13/2015,New Product Launch,Pandora Mobile US,P11340,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,574,652","12,597","1,495,919","1,136,898"
4/13/2015,New Product Launch,Pandora Mobile US,P11169,Bag 300x250,Standard Banner,300x250,"1,785,503","17,855",0,0
4/13/2015,Mobile Always-On,VEVO US,P11201,New Product 300x600,Mobile Rich Media,300x600,"1,272,527","67,698",0,0
4/13/2015,New Product Launch,Yahoo En Espanol,P11175,Wallet 300x250,HTML5 Standard Banner,300x250,"758,020","32,898",0,0
4/13/2015,Website Traffic,Yahoo En Espanol,P11194,Wallet FEP,In-Stream Video,1920x1080,"768,951","31,834","753,571","512,428"
4/13/2015,Website Traffic,YouTube US,P11182,Bag 300x250,Standard Banner,300x250,"1,155,222","43,667","877,968","500,441"
4/13/2015,Website Traffic,YouTube US,P11163,Bag 300x250,Standard Banner,300x250,"365,173","11,320","292,138","128,540"
4/13/2015,Website Traffic,YouTube US,P11173,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"2,002,492","94,918","1,581,968","1,218,115"
4/13/2015,Mobile Always-On,YouTube US,P11114,Bag 300x250,Standard Banner,300x250,"342,452","5,787","249,989","164,992"
4/13/2015,Mobile Always-On,YouTube US,P11122,SL 728x90,In-Stream Tracking,728x90,"1,202,349","64,445","1,070,090","898,875"
4/20/2015,Mobile Always-On,CBS Interactive US,P11139,Wallet 300x250,HTML5 Standard Banner,300x250,"64,741","1,055",0,0
4/20/2015,Always-On,BuzzFeed,P11204,SL 728x90,In-Stream Tracking,728x90,"597,392","1,612",0,0
4/20/2015,Always-On,BuzzFeed,P11170,Wallet 300x250,HTML5 Standard Banner,300x250,"708,270","22,735",0,0
4/20/2015,Website Traffic,Fox.com,P11240,New Product 300x600,Mobile Rich Media,300x600,"1,449,739","23,920",0,0
4/20/2015,Always-On,CBS Interactive US,P11206,New Product 300x600,Mobile Rich Media,300x600,"1,430,431","75,383",0,0
4/20/2015,New Product Launch,CBS Interactive US,P11243,Bag 300x250,Standard Banner,300x250,"2,099,003","32,954",0,0
4/20/2015,Always-On,Fox.com,P11154,Bag 300x250,Standard Banner,300x250,"1,670,232","6,012",0,0
4/20/2015,Website Traffic,Hulu,P11193,Wallet 300x250,HTML5 Standard Banner,300x250,"1,002,353","19,946","952,235","438,028"
4/20/2015,Always-On,Fox Sports,P11145,SL 728x90,In-Stream Tracking,728x90,"1,326,325","26,526",0,0
4/20/2015,Mobile Always-On,Pandora Mobile US,P11316,SL 728x90,In-Stream Tracking,728x90,"1,196,817","16,875",0,0
4/20/2015,Website Traffic,Hulu,P11155,Wallet 300x250,HTML5 Standard Banner,300x250,"321,085","9,953","272,922","259,275"
4/20/2015,Always-On,NBCUni.com,P11200,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"627,605","3,451","621,328","503,275"
4/20/2015,Always-On,Hulu,P11130,Wallet FEP,In-Stream Video,1920x1080,"1,375,588","71,668","1,210,517","714,205"
4/20/2015,Always-On,Hulu,P11196,New Product 300x600,Mobile Rich Media,300x600,"1,038,878","25,348","758,380","553,617"
4/20/2015,Always-On,Mobvious,P11132,New Product 300x600,Mobile Rich Media,300x600,"426,384","13,857",0,0
4/20/2015,Always-On,NBCUni.com,P11166,Bag 300x250,Standard Banner,300x250,"1,078,481","34,619",0,0
4/20/2015,Always-On,Pandora Mobile US,P11186,Tracking Pixel,Tracking Pixel,1x1,"2,101,586","6,725",0,0
4/20/2015,Always-On,VEVO US,P11124,Wallet 300x250,HTML5 Standard Banner,300x250,"1,641,310","44,643",0,0
4/20/2015,Always-On,NBCUni.com,P11153,Tracking Pixel,Tracking Pixel,1x1,"312,935","2,910",0,0
4/20/2015,Mobile Always-On,VEVO US,P11178,Wallet 300x250,HTML5 Standard Banner,300x250,"1,790,165","74,291",0,0
4/20/2015,Website Traffic,Pandora Mobile US,P11143,New Product 300x600,Mobile Rich Media,300x600,"1,722,608","2,928",0,0
4/20/2015,Website Traffic,Pandora Mobile US,P11205,Bag 300x250,Standard Banner,300x250,"62,615","1,377",0,0
4/20/2015,Website Traffic,VEVO US,P11113,SL 728x90,In-Stream Tracking,728x90,"1,686,260","13,152",0,0
4/20/2015,Mobile Always-On,NBCUni.com,P11200,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,963,953","101,339","1,669,360","667,744"
4/20/2015,Mobile Always-On,Pandora Mobile US,P11151,Wallet FEP,In-Stream Video,1920x1080,"338,134","5,511","321,227","179,887"
4/20/2015,New Product Launch,Pandora.com,P11353,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"2,048,991","72,329","1,639,192","1,196,610"
4/20/2015,New Product Launch,VEVO US,P11113,Wallet 300x250,HTML5 Standard Banner,300x250,"888,076","22,645",0,0
4/20/2015,New Product Launch,VEVO US,P11124,Wallet 300x250,HTML5 Standard Banner,300x250,"853,569","26,802",0,0
4/20/2015,Always-On,Yahoo En Espanol,P11194,New Product 300x600,Mobile Rich Media,300x600,"917,870","45,709",0,0
4/20/2015,New Product Launch,YouTube US,P11121,Bag 300x250,Standard Banner,300x250,"520,302","26,951","504,692","257,392"
4/20/2015,New Product Launch,YouTube US,P11122,SL 728x90,In-Stream Tracking,728x90,"284,913","9,829","276,365","168,582"
4/20/2015,Always-On,Yahoo En Espanol,P11284,Tracking Pixel,Tracking Pixel,1x1,"256,059","8,834",0,0
4/20/2015,New Product Launch,Yahoo En Espanol,P11175,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,821,259","64,472","1,784,833","999,506"
4/20/2015,New Product Launch,YouTube US,P11163,SL 728x90,In-Stream Tracking,728x90,"912,292","20,161","656,850","315,288"
4/20/2015,New Product Launch,YouTube US,P11190,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"842,443","11,457","817,169","743,623"
4/20/2015,New Product Launch,YouTube US,P11190,Tracking Pixel,Tracking Pixel,1x1,"1,174,075","50,602","951,000","846,390"
4/20/2015,Website Traffic,YouTube US,P11182,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,528,410","57,621","1,238,012","742,807"
4/27/2015,Website Traffic,BuzzFeed,P11125,Bag 300x250,Standard Banner,300x250,"1,618,469","70,565",0,0
4/27/2015,Website Traffic,CBS Interactive US,P11139,SL 728x90,In-Stream Tracking,728x90,"819,371","23,188",0,0
4/27/2015,Website Traffic,CBS Interactive US,P11139,Tracking Pixel,Tracking Pixel,1x1,"1,375,008","58,300",0,0
4/27/2015,Mobile Always-On,CBS Interactive US,P11243,Wallet FEP,In-Stream Video,1920x1080,"1,895,094","59,126","1,819,290","1,127,959"
4/27/2015,Website Traffic,Fox Sports,P11185,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,393,600","68,983","1,073,072","472,151"
4/27/2015,New Product Launch,BuzzFeed,P11144,Bag 300x250,Standard Banner,300x250,"305,775","15,074",0,0
4/27/2015,Always-On,CBS Interactive US,P11162,New Product 300x600,Mobile Rich Media,300x600,"52,989","1,716",0,0
4/27/2015,Always-On,Fox Sports,P11126,SL 728x90,In-Stream Tracking,728x90,"525,149","14,126",0,0
4/27/2015,Mobile Always-On,Hulu,P11354,Tracking Pixel,Tracking Pixel,1x1,"1,341,918","45,356",0,0
4/27/2015,Mobile Always-On,Fox.com,P11210,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"386,732","3,944","286,181","120,196"
4/27/2015,Mobile Always-On,Fox.com,P11207,Tracking Pixel,Tracking Pixel,1x1,"1,351,072","69,580",0,0
4/27/2015,Always-On,Fox.com,P11211,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"186,709","1,605","134,430","122,331"
4/27/2015,Always-On,Fox.com,P11210,SL 728x90,In-Stream Tracking,728x90,"50,512","1,242",0,0
4/27/2015,Always-On,Fox.com,P11133,New Product 300x600,Mobile Rich Media,300x600,"1,130,997","52,025",0,0
4/27/2015,Always-On,NBCUni.com,P11166,New Product 300x600,Mobile Rich Media,300x600,"787,809","34,978",0,0
4/27/2015,Always-On,Pandora Mobile US,P11143,Tracking Pixel,Tracking Pixel,1x1,"1,517,704","15,784",0,0
4/27/2015,Always-On,Pandora Mobile US,P11148,SL 728x90,In-Stream Tracking,728x90,"435,890","8,107",0,0
4/27/2015,Website Traffic,NBCUni.com,P11318,Tracking Pixel,Tracking Pixel,1x1,"908,476","28,162",0,0
4/27/2015,New Product Launch,Hulu,P11196,Bag 300x250,Standard Banner,300x250,"269,177","6,594","263,793","105,517"
4/27/2015,Website Traffic,NBCUni.com,P11117,Tracking Pixel,Tracking Pixel,1x1,"883,353","44,962",0,0
4/27/2015,Mobile Always-On,Mobvious,P11132,New Product 300x600,Mobile Rich Media,300x600,"1,706,616","76,968",0,0
4/27/2015,Website Traffic,Pandora Mobile US,P11205,Bag 300x250,Standard Banner,300x250,"1,832,695","14,478",0,0
4/27/2015,Mobile Always-On,Pandora Mobile US,P11338,Tracking Pixel,Tracking Pixel,1x1,"744,148","2,976",0,0
4/27/2015,New Product Launch,Pandora.com,P11171,SL 728x90,In-Stream Tracking,728x90,"1,113,949","51,798",0,0
4/27/2015,Always-On,Pandora Mobile US,P11151,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,952,716","96,073","1,601,227","752,576"
4/27/2015,Always-On,Pandora Mobile US,P11151,SL 728x90,In-Stream Tracking,728x90,"2,021,946","107,567",0,0
4/27/2015,Mobile Always-On,Pandora Mobile US,P11156,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,229,452","59,136","885,205","380,638"
4/27/2015,Mobile Always-On,Pandora Mobile US,P11205,Wallet 300x250,HTML5 Standard Banner,300x250,"795,024","23,214",0,0
4/27/2015,Website Traffic,VEVO US,P11137,Wallet 300x250,HTML5 Standard Banner,300x250,"1,631,892","60,869",0,0
4/27/2015,Mobile Always-On,Pandora.com,P11179,Wallet FEP,In-Stream Video,1920x1080,"1,160,249","56,272","974,609","555,527"
4/27/2015,Mobile Always-On,Pandora Mobile US,P11270,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,175,378","36,789","893,287","571,703"
4/27/2015,New Product Launch,Pandora.com,P11353,SL 728x90,In-Stream Tracking,728x90,"1,490,796","21,318",0,0
4/27/2015,Always-On,YouTube US,P11173,Wallet FEP,In-Stream Video,1920x1080,"197,500","3,002","161,950","134,418"
4/27/2015,New Product Launch,Pandora.com,P11203,Bag 300x250,Standard Banner,300x250,"1,047,923","47,785",0,0
4/27/2015,New Product Launch,Yahoo En Espanol,P11175,SL 728x90,In-Stream Tracking,728x90,"1,105,077","38,346",0,0
4/27/2015,Website Traffic,Yahoo En Espanol,P11284,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"100,744","3,586","80,595","66,893"
4/27/2015,Website Traffic,Yahoo En Espanol,P11284,SL 728x90,In-Stream Tracking,728x90,"138,659","1,455",0,0
5/4/2015,Mobile Always-On,CBS Interactive US,P11119,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"125,754","4,124","88,027","51,935"
5/4/2015,Branding Campaign,CBS Interactive US,P11243,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,628,945","57,013","1,466,050","791,667"
5/4/2015,New Product Launch,BuzzFeed,P11144,Wallet 300x250,HTML5 Standard Banner,300x250,"1,962,951","81,855",0,0
5/4/2015,Branding Campaign,Fox Sports,P11199,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"182,729",712,"157,146","92,716"
5/4/2015,Website Conversions,Pandora.com,P11171,Bag 300x250,Standard Banner,300x250,"1,571,093","76,355",0,0
5/4/2015,Always-On,IHeartRadio.com,P11184,SL 728x90,In-Stream Tracking,728x90,"177,611","8,916",0,0
5/4/2015,Mobile Always-On,Fox.com,P11210,Bag 300x250,Standard Banner,300x250,"928,628","5,757",0,0
5/4/2015,Always-On,Hulu,P11181,Wallet FEP,In-Stream Video,1920x1080,"1,135,604","24,756","908,483","726,786"
5/4/2015,Always-On,Hulu,P11130,Wallet 300x250,HTML5 Standard Banner,300x250,"506,298","16,758","445,542","432,175"
5/4/2015,Branding Campaign,IHeartRadio.com,P11184,Tracking Pixel,Tracking Pixel,1x1,"1,905,193","33,531",0,0
5/4/2015,Branding Campaign,IHeartRadio.com,P11187,Bag 300x250,Standard Banner,300x250,"85,092",153,0,0
5/4/2015,Mobile Always-On,Hulu,P11157,Tracking Pixel,Tracking Pixel,1x1,"15,017",573,"13,064","11,626"
5/4/2015,Always-On,Pandora.com,P11203,Wallet FEP,In-Stream Video,1920x1080,"926,702","36,512","667,225","453,713"
5/4/2015,New Product Launch,Hulu,P11191,SL 728x90,In-Stream Tracking,728x90,"1,437,790","14,953","1,365,900","805,881"
5/4/2015,Mobile Always-On,Pandora Mobile US,P11216,Wallet 300x250,HTML5 Standard Banner,300x250,"1,448,193","39,535",0,0
5/4/2015,Branding Campaign,NBCUni.com,P11153,SL 728x90,In-Stream Tracking,728x90,"1,204,944","40,968",0,0
5/4/2015,New Product Launch,NBCUni.com,P11153,Bag 300x250,Standard Banner,300x250,"347,537","17,203",0,0
5/4/2015,New Product Launch,NBCUni.com,P11153,Wallet 300x250,HTML5 Standard Banner,300x250,"345,692","11,684",0,0
5/4/2015,Always-On,Pandora.com,P11179,Wallet FEP,In-Stream Video,1920x1080,"186,548","8,264","138,045","66,261"
5/4/2015,Website Conversions,VEVO US,P11189,SL 728x90,In-Stream Tracking,728x90,"1,071,037","28,703",0,0
5/4/2015,Mobile Always-On,Pandora Mobile US,P11156,Tracking Pixel,Tracking Pixel,1x1,"871,362","16,468",0,0
5/4/2015,Website Conversions,Pandora Mobile US,P11150,New Product 300x600,Mobile Rich Media,300x600,"1,017,412","48,835",0,0
5/4/2015,New Product Launch,Pandora Mobile US,P11186,Bag 300x250,Standard Banner,300x250,"1,949,088","101,547",0,0
5/4/2015,New Product Launch,Pandora Mobile US,P11156,Wallet FEP,In-Stream Video,1920x1080,"941,265","38,591","724,774","652,296"
5/4/2015,Mobile Always-On,Pandora.com,P11158,Bag 300x250,Standard Banner,300x250,"1,360,994","61,789",0,0
5/4/2015,New Product Launch,Pandora.com,P11208,Wallet 300x250,HTML5 Standard Banner,300x250,"1,367,903","42,678",0,0
5/4/2015,Website Conversions,VEVO US,P11161,Bag 300x250,Standard Banner,300x250,"1,002,858","46,231",0,0
5/4/2015,New Product Launch,YouTube US,P11298,Wallet 300x250,HTML5 Standard Banner,300x250,"54,469","2,189",0,0
5/4/2015,New Product Launch,VEVO US,P11159,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"29,302",257,"27,836","18,371"
5/4/2015,Mobile Always-On,VEVO US,P11112,Wallet FEP,In-Stream Video,1920x1080,"998,861","34,061","829,054","638,371"
5/4/2015,Mobile Always-On,VEVO US,P11201,Wallet 300x250,HTML5 Standard Banner,300x250,"1,320,217","4,488",0,0
5/4/2015,Always-On,Yahoo En Espanol,P11284,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,310,995","17,829","1,232,335","591,520"
5/4/2015,New Product Launch,YouTube US,P11182,Bag 300x250,Standard Banner,300x250,"1,076,885","13,137","883,045","662,283"
5/4/2015,Branding Campaign,YouTube US,P11262,Tracking Pixel,Tracking Pixel,1x1,"220,952","8,396",0,0
5/4/2015,Website Conversions,YouTube US,P11190,Wallet FEP,In-Stream Video,1920x1080,"831,582","27,442","607,054","394,585"
5/4/2015,Mobile Always-On,YouTube US,P11190,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,593,137","44,926","1,433,823","745,587"
5/4/2015,Mobile Always-On,YouTube US,P11163,Wallet FEP,In-Stream Video,1920x1080,"1,631,529","67,708","1,207,331","543,298"
5/11/2015,Website Conversions,BuzzFeed,P11125,Wallet 300x250,HTML5 Standard Banner,300x250,"8,080",170,0,0
5/11/2015,New Product Launch,BuzzFeed,P11204,Bag FEP,HTML5 In-Stream Enhanced Video,1920x1080,"1,247,171","40,408","1,209,755","592,779"
